ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
train00742,58,blue-collar,married,unknown,no,807,yes,no,cellular,7,may,57,1,366,2,failure,0
train00743,26,services,married,secondary,no,682,yes,yes,unknown,5,jun,166,2,-1,0,unknown,0
train00744,26,blue-collar,married,secondary,no,-384,yes,yes,cellular,18,jul,143,1,-1,0,unknown,0
train00745,44,services,divorced,secondary,no,7,yes,yes,unknown,7,may,238,3,-1,0,unknown,0
train00746,40,management,married,secondary,no,1576,yes,yes,unknown,29,may,253,3,-1,0,unknown,0
train00747,49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,0
train00748,27,admin.,single,secondary,no,-242,no,yes,cellular,29,jul,20,21,-1,0,unknown,0
train00749,58,blue-collar,married,unknown,no,9,no,no,cellular,25,aug,50,23,-1,0,unknown,0
train00750,52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,0
train00751,32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,unknown,0
train00752,66,retired,married,tertiary,no,0,no,no,cellular,5,aug,177,1,-1,0,unknown,0
train00753,30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,0
train00754,42,admin.,married,secondary,yes,-1300,no,no,unknown,14,may,89,1,-1,0,unknown,0
train00755,32,admin.,single,secondary,no,13,yes,no,unknown,27,may,88,2,-1,0,unknown,0
train00756,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,1
train00757,46,management,married,secondary,no,3714,yes,no,unknown,15,may,86,1,-1,0,unknown,0
train00758,58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,unknown,0
train00759,42,management,divorced,tertiary,no,1064,no,no,cellular,18,aug,101,2,-1,0,unknown,0
train00760,36,blue-collar,married,secondary,no,195,yes,yes,cellular,7,may,1297,2,-1,0,unknown,0
train00761,35,blue-collar,married,primary,no,-210,yes,yes,telephone,7,apr,235,3,-1,0,unknown,0
train00762,35,blue-collar,married,primary,no,46,no,no,cellular,8,jul,338,3,-1,0,unknown,0
train00763,29,blue-collar,single,secondary,no,992,yes,yes,unknown,28,may,456,2,-1,0,unknown,0
train00764,27,blue-collar,single,secondary,no,1065,yes,yes,unknown,4,jun,313,1,-1,0,unknown,0
train00765,50,blue-collar,single,primary,no,1558,yes,no,cellular,3,feb,294,1,265,1,other,0
train00766,60,management,married,secondary,no,0,no,no,telephone,18,aug,280,3,-1,0,unknown,0
train00767,34,technician,married,secondary,no,1234,yes,no,cellular,24,jul,185,6,-1,0,unknown,0
train00768,30,admin.,married,secondary,no,111,no,yes,cellular,21,nov,86,3,133,1,failure,0
train00769,39,technician,married,secondary,no,3663,no,no,cellular,11,aug,230,3,-1,0,unknown,0
train00770,37,technician,married,secondary,no,1345,yes,no,cellular,6,may,74,6,169,4,failure,0
train00771,34,blue-collar,married,secondary,no,259,yes,no,cellular,14,may,291,2,-1,0,unknown,0
train00772,58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,5,-1,0,unknown,0
train00773,28,unemployed,single,secondary,no,559,yes,no,unknown,4,jun,236,1,-1,0,unknown,0
train00774,22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,123,1,-1,0,unknown,0
train00775,32,technician,married,secondary,no,587,yes,no,unknown,23,may,203,1,-1,0,unknown,0
train00776,31,services,married,secondary,no,0,no,yes,unknown,9,may,81,6,-1,0,unknown,0
train00777,26,technician,single,secondary,no,75,yes,no,unknown,27,may,337,2,-1,0,unknown,0
train00778,40,services,divorced,secondary,no,49,no,yes,cellular,18,jul,191,1,-1,0,unknown,0
train00779,33,management,single,tertiary,no,4835,no,no,cellular,6,may,362,2,-1,0,unknown,0
train00780,47,management,single,tertiary,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,0
train00781,26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success,1
train00782,25,blue-collar,single,secondary,no,495,no,no,cellular,7,jul,131,3,-1,0,unknown,0
train00783,56,blue-collar,divorced,secondary,no,1346,no,yes,cellular,28,jul,240,3,-1,0,unknown,0
train00784,53,technician,divorced,secondary,no,173,no,yes,cellular,21,nov,412,2,143,1,failure,0
train00785,42,admin.,single,secondary,no,277,yes,no,unknown,14,may,121,1,-1,0,unknown,0
train00786,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,1
train00787,62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,1
train00788,28,technician,single,tertiary,no,426,no,no,cellular,18,may,11,4,355,1,other,0
train00789,39,blue-collar,married,primary,no,3503,no,no,unknown,5,jun,89,1,-1,0,unknown,0
train00790,36,blue-collar,married,secondary,no,537,no,no,unknown,19,jun,160,6,-1,0,unknown,0
train00791,42,technician,married,secondary,no,1018,no,no,cellular,18,aug,280,2,-1,0,unknown,0
train00792,49,management,single,tertiary,no,7443,no,no,telephone,20,nov,35,2,-1,0,unknown,0
train00793,53,management,married,tertiary,no,57,no,yes,cellular,19,nov,84,3,-1,0,unknown,0
train00794,30,technician,married,secondary,no,6843,no,no,cellular,12,aug,227,1,-1,0,unknown,0
train00795,31,blue-collar,married,primary,no,-365,yes,no,cellular,15,may,36,1,-1,0,unknown,0
train00796,41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,268,1,330,1,failure,0
train00797,66,retired,married,secondary,no,995,no,no,cellular,27,feb,131,2,-1,0,unknown,1
train00798,40,blue-collar,married,primary,no,607,yes,no,unknown,19,jun,432,1,-1,0,unknown,0
train00799,31,technician,divorced,tertiary,yes,1200,no,no,cellular,19,nov,62,1,-1,0,unknown,0
train00800,28,blue-collar,single,secondary,no,438,yes,no,cellular,5,feb,347,2,-1,0,unknown,0
train00801,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,0
train00802,42,blue-collar,married,secondary,no,156,no,no,cellular,21,jul,455,4,-1,0,unknown,0
train00803,46,unknown,married,unknown,no,2367,no,no,unknown,6,jun,86,3,-1,0,unknown,0
train00804,25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,0
train00805,38,blue-collar,married,primary,no,3057,yes,no,unknown,11,jun,133,1,-1,0,unknown,0
train00806,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,0
train00807,32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,1
train00808,48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,1
train00809,34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,1
train00810,31,management,single,tertiary,no,9629,no,no,cellular,3,jul,67,2,-1,0,unknown,0
train00811,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,1
train00812,35,technician,single,tertiary,no,1104,yes,yes,unknown,2,jun,95,1,-1,0,unknown,0
train00813,51,management,married,secondary,no,873,no,no,cellular,29,jan,273,1,-1,0,unknown,0
train00814,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,0
train00815,41,admin.,divorced,secondary,no,261,yes,no,cellular,29,jul,797,15,-1,0,unknown,0
train00816,25,blue-collar,single,secondary,no,195,no,no,cellular,16,jul,1339,3,-1,0,unknown,0
train00817,32,blue-collar,single,secondary,no,623,yes,no,cellular,20,apr,539,4,-1,0,unknown,0
train00818,46,services,married,secondary,no,3269,yes,no,unknown,15,may,366,1,-1,0,unknown,0
train00819,31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,0
train00820,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,1
train00821,60,retired,married,secondary,no,7,no,yes,cellular,18,aug,87,5,-1,0,unknown,0
train00822,48,self-employed,married,secondary,no,4746,yes,no,unknown,21,may,32,11,-1,0,unknown,0
train00823,36,blue-collar,married,secondary,no,55,yes,no,cellular,8,may,323,1,-1,0,unknown,0
train00824,36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown,0
train00825,28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown,1
train00826,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,0
train00827,26,blue-collar,single,secondary,no,153,yes,no,unknown,9,may,386,1,-1,0,unknown,0
train00828,31,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,229,2,-1,0,unknown,0
train00829,52,blue-collar,married,unknown,no,51,no,no,cellular,14,aug,935,2,-1,0,unknown,0
train00830,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,0
train00831,50,entrepreneur,married,tertiary,no,-52,yes,no,unknown,14,may,166,4,-1,0,unknown,0
train00832,26,services,single,secondary,no,1163,no,yes,cellular,28,jul,239,4,-1,0,unknown,0
train00833,38,services,married,secondary,no,934,yes,no,cellular,14,may,715,1,-1,0,unknown,1
train00834,51,admin.,married,secondary,no,771,no,yes,cellular,12,aug,143,3,-1,0,unknown,0
train00835,36,management,single,tertiary,no,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown,0
train00836,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,1
train00837,78,retired,divorced,tertiary,no,1016,no,no,cellular,22,jun,524,1,-1,0,unknown,0
train00838,51,admin.,married,secondary,no,52,yes,yes,telephone,23,jul,36,15,-1,0,unknown,0
train00839,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,1
train00840,55,management,divorced,tertiary,no,5253,yes,yes,cellular,20,apr,378,1,287,19,failure,0
train00841,36,blue-collar,divorced,secondary,no,107,yes,no,cellular,31,jul,134,2,-1,0,unknown,0
train00842,36,technician,divorced,secondary,no,664,yes,yes,cellular,30,jul,266,4,-1,0,unknown,0
train00843,48,blue-collar,married,secondary,no,134,no,no,cellular,29,aug,200,7,-1,0,unknown,0
train00844,40,blue-collar,married,primary,no,343,no,no,unknown,6,jun,292,2,-1,0,unknown,0
train00845,41,management,married,primary,no,2592,yes,no,unknown,19,may,500,3,-1,0,unknown,0
train00846,31,management,single,tertiary,no,775,yes,no,cellular,20,apr,207,1,308,2,failure,0
train00847,56,retired,married,primary,no,1448,yes,yes,telephone,20,nov,16,1,-1,0,unknown,0
train00848,35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,feb,357,1,-1,0,unknown,0
train00849,29,technician,single,secondary,yes,28,yes,no,cellular,18,jul,203,1,-1,0,unknown,0
train00850,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,0
train00851,27,student,single,unknown,no,3511,no,no,cellular,4,dec,300,3,-1,0,unknown,0
train00852,68,retired,married,primary,no,7945,no,no,cellular,27,apr,252,1,181,1,failure,0
train00853,43,management,married,tertiary,no,354,no,no,cellular,14,aug,169,10,-1,0,unknown,0
train00854,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,0
train00855,33,management,married,tertiary,no,431,yes,no,telephone,27,oct,51,1,-1,0,unknown,0
train00856,46,technician,married,secondary,no,1029,yes,no,unknown,14,may,142,1,-1,0,unknown,0
train00857,50,services,married,secondary,no,748,no,yes,unknown,19,jun,147,1,-1,0,unknown,0
train00858,52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,7,-1,0,unknown,0
train00859,39,management,married,tertiary,no,51,no,no,cellular,20,aug,140,2,-1,0,unknown,0
train00860,27,unemployed,single,primary,no,1459,yes,no,telephone,29,jan,153,1,-1,0,unknown,0
train00861,54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,1
train00862,30,management,single,tertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,0
train00863,45,retired,single,secondary,yes,86,no,no,cellular,21,nov,64,5,-1,0,unknown,0
train00864,32,blue-collar,married,secondary,no,0,yes,no,unknown,28,may,386,3,-1,0,unknown,0
train00865,37,housemaid,married,unknown,no,3075,no,no,unknown,20,jun,29,3,-1,0,unknown,0
train00866,30,blue-collar,married,secondary,no,319,no,no,cellular,27,jan,210,2,-1,0,unknown,0
train00867,40,management,married,tertiary,no,132,yes,yes,cellular,18,nov,170,2,-1,0,unknown,0
train00868,57,management,married,tertiary,no,1741,no,no,cellular,24,jul,449,2,-1,0,unknown,0
train00869,47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,0
train00870,25,unemployed,single,secondary,no,34,no,yes,unknown,4,jul,316,1,-1,0,unknown,0
train00871,29,technician,single,secondary,no,6911,no,no,unknown,14,may,323,5,-1,0,unknown,0
train00872,47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,0
train00873,45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,0
train00874,54,management,married,tertiary,no,884,yes,no,unknown,6,jun,91,1,-1,0,unknown,0
train00875,42,blue-collar,married,primary,no,0,no,no,telephone,12,may,24,1,-1,0,unknown,0
train00876,57,management,married,secondary,no,-868,yes,yes,cellular,23,jul,186,1,-1,0,unknown,0
train00877,47,services,married,secondary,no,459,no,no,cellular,19,aug,599,3,-1,0,unknown,0
train00878,43,blue-collar,divorced,secondary,no,-447,yes,no,cellular,17,apr,85,1,-1,0,unknown,0
train00879,25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,0
train00880,51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown,1
train00881,28,blue-collar,married,secondary,no,6,yes,no,unknown,9,may,254,1,-1,0,unknown,0
train00882,76,retired,divorced,primary,no,802,no,no,cellular,9,sep,475,5,-1,0,unknown,1
train00883,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,0
train00884,41,blue-collar,married,primary,no,-45,yes,yes,unknown,9,may,121,4,-1,0,unknown,0
train00885,57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,4,-1,0,unknown,0
train00886,32,blue-collar,married,primary,no,410,yes,no,unknown,23,may,115,2,-1,0,unknown,0
train00887,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,0
train00888,46,unemployed,married,primary,no,1,yes,no,cellular,31,jul,43,2,-1,0,unknown,0
train00889,31,technician,single,secondary,no,550,yes,yes,telephone,11,may,243,1,-1,0,unknown,0
train00890,27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown,0
train00891,39,services,married,secondary,no,186,yes,no,cellular,17,apr,433,1,-1,0,unknown,0
train00892,56,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,210,3,-1,0,unknown,0
train00893,40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,0
train00894,45,blue-collar,single,secondary,yes,0,yes,no,cellular,14,may,17,7,287,13,other,0
train00895,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,0
train00896,50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,unknown,0
train00897,46,management,single,tertiary,no,625,no,no,cellular,28,jan,107,1,163,5,other,0
train00898,53,technician,married,primary,no,44,no,no,unknown,6,jun,256,1,-1,0,unknown,0
train00899,33,blue-collar,married,secondary,no,1541,yes,no,unknown,23,may,423,2,-1,0,unknown,0
train00900,24,services,single,secondary,no,638,yes,yes,cellular,7,may,792,3,-1,0,unknown,1
train00901,41,services,married,secondary,no,138,yes,no,unknown,1,jul,136,3,-1,0,unknown,0
train00902,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,0
train00903,65,retired,married,tertiary,no,162,no,no,cellular,6,aug,280,3,185,2,failure,0
train00904,29,admin.,single,secondary,no,103,no,no,cellular,9,feb,502,5,-1,0,unknown,0
train00905,35,blue-collar,married,secondary,no,-185,yes,yes,unknown,27,may,130,2,-1,0,unknown,0
train00906,49,technician,married,secondary,no,2765,no,no,cellular,13,aug,233,4,-1,0,unknown,0
train00907,30,self-employed,married,tertiary,no,5,yes,yes,cellular,9,jul,99,2,-1,0,unknown,0
train00908,31,blue-collar,single,secondary,no,1139,yes,no,cellular,22,jul,101,1,-1,0,unknown,0
train00909,60,housemaid,married,primary,no,182,no,no,cellular,6,may,141,1,10,10,failure,0
train00910,71,retired,married,primary,no,0,no,no,cellular,16,sep,246,3,-1,0,unknown,0
train00911,33,blue-collar,single,tertiary,no,-303,yes,no,unknown,28,may,126,2,-1,0,unknown,0
train00912,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,1
train00913,34,management,married,tertiary,no,496,no,no,cellular,12,aug,105,6,-1,0,unknown,0
train00914,31,management,divorced,tertiary,no,-6,no,yes,cellular,22,aug,119,6,-1,0,unknown,0
train00915,24,services,single,secondary,no,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,0
train00916,44,management,married,secondary,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,0
train00917,34,blue-collar,married,secondary,no,-76,yes,no,unknown,27,may,170,1,-1,0,unknown,0
train00918,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,67,4,175,6,failure,0
train00919,30,technician,married,secondary,no,274,yes,yes,cellular,21,nov,105,5,102,2,failure,0
train00920,52,management,married,primary,yes,57,yes,yes,cellular,20,nov,45,1,196,1,failure,0
train00921,33,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,1,58,3,failure,1
train00922,28,blue-collar,married,secondary,no,339,yes,no,unknown,26,may,100,2,-1,0,unknown,0
train00923,58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,other,0
train00924,37,technician,single,secondary,no,7867,yes,no,unknown,21,may,36,2,-1,0,unknown,0
train00925,46,services,divorced,secondary,no,15,no,no,cellular,19,nov,314,3,-1,0,unknown,0
train00926,49,entrepreneur,divorced,tertiary,no,315,no,no,cellular,11,sep,240,1,-1,0,unknown,0
train00927,63,self-employed,married,tertiary,no,661,no,no,cellular,2,mar,56,2,-1,0,unknown,0
train00928,37,admin.,married,secondary,no,756,yes,no,cellular,20,apr,207,2,-1,0,unknown,0
train00929,60,services,married,secondary,no,1446,no,no,cellular,21,aug,283,6,-1,0,unknown,0
train00930,38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,-1,0,unknown,0
train00931,35,management,single,tertiary,no,1374,no,no,unknown,17,jun,45,2,-1,0,unknown,0
train00932,37,admin.,married,secondary,no,1093,no,no,unknown,9,jun,160,1,-1,0,unknown,0
train00933,29,technician,married,tertiary,no,604,yes,no,cellular,14,may,430,4,-1,0,unknown,0
train00934,45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,0
train00935,31,technician,single,secondary,no,13,no,no,cellular,21,nov,208,1,-1,0,unknown,0
train00936,38,blue-collar,married,secondary,no,1556,yes,no,cellular,12,may,191,3,-1,0,unknown,0
train00937,34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,70,3,failure,0
train00938,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,1
train00939,31,blue-collar,married,primary,no,3283,yes,no,unknown,29,may,100,5,-1,0,unknown,0
train00940,22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown,0
train00941,29,blue-collar,single,secondary,no,-61,no,no,cellular,17,jul,270,1,-1,0,unknown,0
train00942,46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,4,-1,0,unknown,0
train00943,52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,121,1,123,1,other,0
train00944,45,management,divorced,tertiary,no,2237,yes,no,cellular,8,may,128,3,322,2,failure,0
train00945,44,management,divorced,tertiary,no,0,no,no,cellular,28,aug,70,10,-1,0,unknown,0
train00946,50,management,married,tertiary,no,964,yes,no,unknown,6,may,323,1,-1,0,unknown,0
train00947,35,blue-collar,single,secondary,no,2158,yes,no,cellular,6,feb,288,2,-1,0,unknown,0
train00948,47,unemployed,married,primary,no,4274,no,no,telephone,28,jan,852,2,-1,0,unknown,0
train00949,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,0
train00950,52,unemployed,married,secondary,no,-307,no,no,cellular,5,feb,272,1,-1,0,unknown,0
train00951,30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,1
train00952,40,services,divorced,secondary,no,160,no,no,cellular,14,jul,123,3,-1,0,unknown,0
train00953,38,technician,divorced,tertiary,no,465,no,yes,cellular,28,jul,30,3,-1,0,unknown,0
train00954,48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,-1,0,unknown,0
train00955,50,blue-collar,married,secondary,no,235,no,no,cellular,11,aug,71,2,-1,0,unknown,0
train00956,35,self-employed,married,primary,no,712,yes,no,cellular,15,may,192,1,347,3,failure,0
train00957,52,blue-collar,married,secondary,no,372,yes,no,cellular,8,may,478,1,-1,0,unknown,0
train00958,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,0
train00959,71,retired,married,primary,no,2171,no,no,cellular,10,mar,625,4,-1,0,unknown,0
train00960,48,unemployed,married,primary,no,1849,yes,no,unknown,2,jun,345,3,-1,0,unknown,0
train00961,44,admin.,married,secondary,no,429,yes,yes,cellular,18,may,35,3,349,32,failure,0
train00962,34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,-1,0,unknown,1
train00963,41,technician,married,secondary,no,563,yes,no,cellular,13,aug,69,4,-1,0,unknown,0
train00964,51,management,divorced,tertiary,no,482,yes,no,unknown,14,may,178,1,-1,0,unknown,0
train00965,53,management,divorced,tertiary,no,6388,yes,no,telephone,23,jul,203,2,-1,0,unknown,0
train00966,44,technician,single,tertiary,no,607,yes,no,unknown,13,may,119,2,-1,0,unknown,0
train00967,48,management,divorced,tertiary,no,174,no,no,cellular,6,aug,290,2,-1,0,unknown,0
train00968,45,services,married,secondary,no,9077,yes,no,unknown,15,may,139,1,-1,0,unknown,0
train00969,37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,0
train00970,37,management,single,tertiary,no,7179,yes,no,unknown,6,jun,31,8,-1,0,unknown,0
train00971,33,admin.,married,secondary,no,347,yes,no,cellular,9,feb,7,7,193,13,failure,0
train00972,38,admin.,married,tertiary,no,69,no,no,cellular,17,apr,140,2,-1,0,unknown,0
train00973,31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,-1,0,unknown,0
train00974,27,technician,single,secondary,no,285,no,no,cellular,22,jul,139,1,-1,0,unknown,0
train00975,35,management,married,tertiary,no,1256,yes,no,unknown,20,jun,26,29,-1,0,unknown,0
train00976,45,technician,divorced,secondary,no,1738,no,no,cellular,7,aug,114,2,-1,0,unknown,0
train00977,48,blue-collar,married,primary,no,323,no,no,cellular,28,aug,158,10,-1,0,unknown,0
train00978,36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,1
train00979,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,1
train00980,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,unknown,1
train00981,44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94,1,-1,0,unknown,0
train00982,50,blue-collar,married,primary,no,106,no,no,cellular,12,aug,460,2,-1,0,unknown,0
train00983,46,technician,single,secondary,no,401,no,no,unknown,19,aug,69,2,-1,0,unknown,0
train00984,33,technician,divorced,secondary,no,751,yes,no,cellular,18,nov,237,1,-1,0,unknown,0
train00985,32,admin.,married,tertiary,no,233,yes,no,cellular,2,apr,77,2,133,4,failure,0
train00986,33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,0
train00987,47,blue-collar,divorced,secondary,yes,0,no,yes,unknown,26,jun,622,3,-1,0,unknown,0
train00988,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,0
train00989,56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,0
train00990,35,blue-collar,married,secondary,no,674,yes,no,unknown,30,may,274,2,-1,0,unknown,0
train00991,38,services,married,secondary,no,5,no,no,unknown,5,jun,115,2,-1,0,unknown,0
train00992,31,management,single,secondary,no,2,no,no,cellular,22,aug,65,4,-1,0,unknown,0
train00993,42,entrepreneur,single,primary,no,388,no,yes,cellular,17,jul,606,3,-1,0,unknown,0
train00994,48,housemaid,married,tertiary,no,468,yes,no,unknown,14,may,220,1,-1,0,unknown,0
train00995,42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,-1,0,unknown,0
train00996,36,self-employed,married,primary,no,1094,yes,no,cellular,8,apr,291,1,335,1,failure,0
train00997,37,services,married,secondary,no,42,yes,no,cellular,12,may,107,3,369,4,failure,0
train00998,38,technician,divorced,secondary,no,273,yes,no,unknown,20,may,314,2,-1,0,unknown,0
train00999,49,blue-collar,married,secondary,no,1127,yes,yes,cellular,17,apr,162,2,281,1,failure,0
train01000,28,student,single,secondary,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,0
train01001,87,retired,married,secondary,no,433,no,no,telephone,15,dec,150,1,-1,0,unknown,0
train01002,38,blue-collar,married,secondary,no,266,yes,no,unknown,7,may,287,1,-1,0,unknown,0
train01003,34,blue-collar,married,primary,no,46,yes,yes,unknown,19,may,165,1,-1,0,unknown,0
train01004,33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,2,233,3,other,0
train01005,81,retired,married,primary,no,1154,no,no,telephone,17,sep,231,1,-1,0,unknown,1
train01006,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,1
train01007,28,entrepreneur,single,tertiary,no,219,yes,no,unknown,27,may,257,1,-1,0,unknown,0
train01008,36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,122,1,343,1,failure,0
train01009,47,management,divorced,tertiary,no,697,yes,no,cellular,30,jan,139,1,-1,0,unknown,0
train01010,43,blue-collar,married,secondary,no,3060,yes,no,unknown,15,may,253,2,-1,0,unknown,0
train01011,31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure,0
train01012,48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,0
train01013,56,management,married,tertiary,no,664,no,yes,cellular,18,nov,71,1,-1,0,unknown,0
train01014,41,housemaid,married,primary,no,216,no,no,cellular,13,aug,152,2,-1,0,unknown,0
train01015,47,management,married,tertiary,no,5999,yes,no,cellular,7,aug,90,2,-1,0,unknown,0
train01016,74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,1
train01017,45,blue-collar,married,primary,no,300,yes,no,cellular,29,jan,203,1,261,3,failure,0
train01018,58,retired,married,secondary,no,168,no,no,cellular,20,aug,183,4,-1,0,unknown,0
train01019,45,management,married,secondary,no,2873,yes,no,cellular,28,aug,30,16,-1,0,unknown,0
train01020,60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,-1,0,unknown,0
train01021,30,services,married,secondary,no,2261,yes,yes,cellular,8,jul,250,2,-1,0,unknown,0
train01022,50,management,single,unknown,no,4666,no,no,cellular,19,nov,11,3,166,3,other,0
train01023,31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,264,2,-1,0,unknown,1
train01024,42,management,divorced,tertiary,no,497,no,no,unknown,15,may,84,22,-1,0,unknown,0
train01025,56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,0
train01026,34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,0
train01027,32,admin.,married,tertiary,no,390,yes,yes,cellular,5,may,100,1,243,1,other,0
train01028,54,management,married,primary,no,2587,no,no,cellular,2,jun,236,2,-1,0,unknown,1
